,0,1
451,15.625,22050
452,10.140625,22050
453,10.078125,22050
454,15.296875,22050
455,15.3125,22050
456,15.140625,22050
457,18.453125,22050
458,11.171875,22050
459,27.640625,22050
460,14.34375,22050
461,5.3125,22050
462,6.59375,22050
463,8.65625,22050
464,4.5,22050
465,9.53125,22050
466,6.609375,22050
467,6.140625,22050
468,8.5,22050
469,11.96875,22050
470,15.65625,22050
471,18.296875,22050
472,15.71875,22050
473,16.65625,22050
474,14.53125,22050
475,9.890625,22050
476,7.78125,22050
477,9.734375,22050
478,7.25,22050
479,17.140625,22050
480,13.90625,22050
481,14.90625,22050
482,22.265625,22050
483,6.3125,22050
484,15.125,22050
485,10.015625,22050
486,6.03125,22050
487,10.046875,22050
488,52.75,22050
489,39.21875,22050
490,5.984375,22050
491,12.421875,22050
492,29.3125,22050
493,15.5,22050
494,25.84375,22050
495,17.390625,22050
496,6.53125,22050
497,14.78125,22050
498,13.546875,22050
499,22.421875,22050
500,8.84375,22050
501,12.578125,22050
502,22.625,22050
503,21.71875,22050
504,18.03125,22050
505,10.546875,22050
506,20.578125,22050
507,17.359375,22050
508,16.09375,22050
509,21.484375,22050
510,13.09375,22050
511,14.5625,22050
512,7.046875,22050
513,9.359375,22050
514,8.109375,22050
515,13.4375,22050
516,8.71875,22050
517,24.078125,22050
518,10.40625,22050
519,17.3125,22050
520,9.84375,22050
521,14.03125,22050
522,21.109375,22050
523,6.734375,22050
524,8.171875,22050
525,11.296875,22050
526,7.203125,22050
527,9.421875,22050
528,9.0,22050
529,9.03125,22050
530,12.59375,22050
531,15.671875,22050
532,9.453125,22050
533,6.40625,22050
534,10.53125,22050
535,11.28125,22050
536,10.0625,22050
537,15.28125,22050
538,4.6875,22050
539,7.328125,22050
540,3.9375,22050
541,4.59375,22050
542,1.40625,22050
543,1.4375,22050
544,2.578125,22050
545,0.515625,22050
546,1.453125,22050
547,8.34375,22050
548,2.25,22050
549,2.265625,22050
550,0.328125,22050
551,1.515625,22050
552,4.96875,22050
553,2.296875,22050
554,7.0625,22050
555,0.359375,22050
556,2.015625,22050
557,4.890625,22050
558,5.171875,22050
559,0.6875,22050
560,14.40625,22050
561,9.0,22050
562,5.75,22050
563,8.703125,22050
564,6.109375,22050
565,5.21875,22050
566,11.4375,22050
567,12.859375,22050
568,7.546875,22050
569,8.84375,22050
570,10.53125,22050
571,2.953125,22050
572,12.015625,22050
573,8.4375,22050
574,6.671875,22050
575,9.6875,22050
576,16.796875,22050
577,12.40625,22050
578,8.09375,22050
579,4.359375,22050
580,13.203125,22050
581,11.375,22050
582,10.03125,22050
583,7.171875,22050
584,10.65625,22050
585,10.171875,22050
586,7.40625,22050
587,12.09375,22050
588,8.921875,22050
589,13.34375,22050
590,10.3125,22050
591,12.5,22050
592,7.234375,22050
593,13.328125,22050
594,7.109375,22050
595,8.03125,22050
596,8.875,22050
597,17.59375,22050
598,8.734375,22050
599,9.34375,22050
600,9.453125,22050
601,50.53125,22050
602,13.484375,22050
603,13.421875,22050
604,12.21875,22050
605,6.828125,22050
606,5.71875,22050
607,3.125,22050
608,2.484375,22050
609,1.515625,22050
610,3.09375,22050
611,1.640625,22050
612,2.25,22050
613,3.484375,22050
614,3.421875,22050
615,4.515625,22050
616,37.25,22050
617,44.734375,22050
618,29.109375,22050
619,27.890625,22050
620,10.09375,22050
621,16.140625,22050
622,8.0,22050
623,14.09375,22050
624,13.890625,22050
625,14.53125,22050
626,9.328125,22050
627,11.359375,22050
628,20.34375,22050
629,4.96875,22050
630,24.484375,22050
631,6.78125,22050
632,12.734375,22050
633,8.984375,22050
634,6.75,22050
635,8.84375,22050
636,9.46875,22050
637,21.671875,22050
638,23.375,22050
639,15.421875,22050
640,20.546875,22050
641,23.796875,22050
642,23.0,22050
643,14.265625,22050
644,17.078125,22050
645,13.953125,22050
646,13.328125,22050
647,11.609375,22050
648,42.84375,22050
649,20.203125,22050
650,9.84375,22050
651,11.84375,22050
652,12.921875,22050
653,6.59375,22050
654,6.515625,22050
655,6.578125,22050
656,9.796875,22050
657,9.609375,22050
658,6.4375,22050
659,2.734375,22050
660,10.375,22050
661,10.703125,22050
662,8.390625,22050
663,5.046875,22050
664,5.984375,22050
665,6.296875,22050
666,6.484375,22050
667,10.5625,22050
668,7.203125,22050
669,9.953125,22050
670,12.765625,22050
671,8.640625,22050
672,8.75,22050
673,23.25,22050
674,9.796875,22050
675,6.078125,22050
676,7.15625,22050
677,7.390625,22050
678,7.71875,22050
679,4.546875,22050
680,4.890625,22050
681,8.125,22050
682,9.1875,22050
683,9.109375,22050
684,10.34375,22050
685,9.234375,22050
686,10.0625,22050
687,11.09375,22050
688,10.734375,22050
689,6.515625,22050
690,8.71875,22050
691,8.390625,22050
692,9.796875,22050
693,4.296875,22050
694,7.9375,22050
695,3.15625,22050
696,7.375,22050
697,6.9375,22050
698,6.15625,22050
699,10.546875,22050
700,6.015625,22050
701,7.71875,22050
702,5.625,22050
703,4.9375,22050
704,9.5,22050
705,6.34375,22050
706,7.546875,22050
707,9.578125,22050
708,7.765625,22050
709,5.8125,22050
710,10.0625,22050
711,13.09375,22050
712,7.921875,22050
713,8.953125,22050
714,5.65625,22050
715,8.21875,22050
716,5.65625,22050
717,8.171875,22050
718,7.59375,22050
719,6.890625,22050
720,3.375,22050
721,10.65625,22050
722,6.34375,22050
723,9.75,22050
724,7.765625,22050
725,6.1875,22050
726,11.015625,22050
727,18.4375,22050
728,2.984375,22050
729,7.390625,22050
730,9.09375,22050
731,5.25,22050
732,2.125,22050
733,16.234375,22050
734,9.96875,22050
735,5.953125,22050
736,5.578125,22050
737,15.609375,22050
738,18.140625,22050
739,6.84375,22050
740,9.09375,22050
741,7.09375,22050
742,4.453125,22050
743,14.96875,22050
744,21.859375,22050
745,26.390625,22050
746,23.328125,22050
747,32.03125,22050
748,32.953125,22050
749,35.8125,22050
750,17.390625,22050
751,2.765625,22050
752,15.234375,22050
753,19.53125,22050
754,16.578125,22050
755,10.9375,22050
756,17.4375,22050
757,11.125,22050
758,11.625,22050
759,17.578125,22050
760,15.734375,22050
761,19.453125,22050
762,11.296875,22050
763,20.734375,22050
764,25.265625,22050
765,17.453125,22050
766,20.46875,22050
767,4.265625,22050
768,12.78125,22050
769,7.1875,22050
770,0.859375,22050
771,5.03125,22050
772,6.421875,22050
773,15.78125,22050
774,33.8125,22050
775,25.484375,22050
776,32.453125,22050
777,20.46875,22050
778,41.828125,22050
779,54.71875,22050
780,13.40625,22050
781,7.234375,22050
782,8.375,22050
783,15.9375,22050
784,16.765625,22050
785,12.125,22050
786,16.625,22050
787,14.5,22050
788,6.390625,22050
789,17.90625,22050
790,12.328125,22050
791,9.234375,22050
792,12.109375,22050
793,13.765625,22050
794,52.34375,22050
795,14.125,22050
796,15.078125,22050
797,7.59375,22050
798,5.875,22050
799,12.890625,22050
800,7.078125,22050
801,5.921875,22050
802,10.6875,22050
803,11.90625,22050
804,0.875,22050
805,3.859375,22050
806,5.234375,22050
807,3.203125,22050
808,7.40625,22050
809,4.265625,22050
810,4.625,22050
811,5.21875,22050
812,3.0,22050
813,8.46875,22050
814,8.46875,22050
815,10.765625,22050
816,8.8125,22050
817,6.1875,22050
818,10.421875,22050
819,9.234375,22050
820,23.890625,22050
821,0.65625,22050
822,9.234375,22050
823,11.328125,22050
824,15.65625,22050
825,10.875,22050
826,7.265625,22050
827,12.640625,22050
828,15.296875,22050
829,4.0625,22050
830,18.71875,22050
831,20.390625,22050
832,25.0625,22050
833,10.65625,22050
834,16.140625,22050
835,17.859375,22050
836,4.375,22050
837,6.75,22050
838,13.1875,22050
839,15.984375,22050
840,17.328125,22050
841,18.75,22050
842,13.40625,22050
843,27.578125,22050
844,51.375,22050
845,30.125,22050
846,82.359375,22050
847,18.5625,22050
848,11.40625,22050
849,10.34375,22050
850,9.296875,22050
851,24.125,22050
852,8.765625,22050
853,28.546875,22050
854,10.171875,22050
855,9.59375,22050
856,5.90625,22050
857,9.859375,22050
858,9.640625,22050
859,9.578125,22050
860,4.71875,22050
861,12.296875,22050
862,8.578125,22050
863,10.875,22050
864,6.8125,22050
865,10.5,22050
866,7.921875,22050
867,4.46875,22050
868,10.984375,22050
869,10.734375,22050
870,8.359375,22050
871,14.875,22050
872,17.078125,22050
873,16.6875,22050
874,15.203125,22050
875,24.625,22050
876,16.78125,22050
877,13.234375,22050
878,7.5625,22050
879,9.40625,22050
880,12.828125,22050
881,8.59375,22050
882,10.828125,22050
883,7.984375,22050
884,8.65625,22050
885,8.0625,22050
886,5.765625,22050
887,8.75,22050
888,6.828125,22050
889,6.203125,22050
890,9.671875,22050
891,4.890625,22050
892,9.5,22050
893,13.765625,22050
894,13.421875,22050
895,6.328125,22050
896,11.109375,22050
897,8.25,22050
898,8.015625,22050
899,5.484375,22050
900,11.015625,22050
901,8.6875,22050
902,8.9375,22050
903,0.5,22050
904,7.671875,22050
905,0.921875,22050
906,17.328125,22050
907,0.671875,22050
908,8.59375,22050
909,14.859375,22050
910,6.140625,22050
911,7.0625,22050
912,10.0,22050
913,9.59375,22050
914,13.046875,22050
915,7.0625,22050
916,11.96875,22050
917,8.078125,22050
918,17.671875,22050
919,8.90625,22050
920,14.59375,22050
921,2.78125,22050
922,10.296875,22050
923,11.0625,22050
924,7.953125,22050
925,19.171875,22050
926,7.265625,22050
927,9.59375,22050
928,7.0,22050
929,6.453125,22050
930,10.625,22050
931,1.015625,22050
932,26.203125,22050
933,8.296875,22050
934,19.28125,22050
935,19.6875,22050
936,16.5625,22050
937,22.734375,22050
938,16.421875,22050
939,75.59375,22050
940,65.625,22050
941,15.484375,22050
942,92.078125,22050
943,68.09375,22050
944,61.640625,22050
945,17.9375,22050
946,13.78125,22050
947,14.59375,22050
948,9.0625,22050
949,0.328125,22050
950,13.40625,22050
951,21.125,22050
952,13.28125,22050
953,7.0625,22050
954,0.65625,22050
955,24.828125,22050
956,0.8125,22050
957,24.828125,22050
958,3.734375,22050
959,6.0625,22050
960,10.3125,22050
961,19.890625,22050
962,1.078125,22050
963,1.5,22050
964,29.46875,22050
965,109.75,22050
966,0.84375,22050
967,11.921875,22050
968,0.96875,22050
969,7.9375,22050
970,15.6875,22050
971,14.328125,22050
972,14.953125,22050
973,18.125,22050
974,28.546875,22050
975,40.546875,22050
976,29.25,22050
977,10.859375,22050
978,12.96875,22050
979,16.859375,22050
980,11.65625,22050
981,18.5,22050
982,41.421875,22050
983,20.828125,22050
984,10.59375,22050
985,9.609375,22050
986,18.0,22050
987,13.453125,22050
988,5.578125,22050
989,31.8125,22050
990,5.421875,22050
991,17.203125,22050
992,10.9375,22050
993,6.203125,22050
994,20.140625,22050
995,7.296875,22050
996,5.328125,22050
997,7.625,22050
998,4.65625,22050
999,7.203125,22050
1000,6.421875,22050
1001,7.375,22050
1002,12.40625,22050
1003,29.421875,22050
1004,4.375,22050
1005,8.296875,22050
1006,11.984375,22050
1007,10.234375,22050
1008,11.34375,22050
1009,9.0,22050
1010,5.125,22050
1011,8.296875,22050
1012,10.515625,22050
1013,8.640625,22050
1014,6.15625,22050
1015,5.640625,22050
1016,11.140625,22050
1017,13.59375,22050
1018,8.109375,22050
1019,5.671875,22050
1020,3.765625,22050
1021,8.171875,22050
1022,8.8125,22050
1023,5.125,22050
1024,8.625,22050
1025,14.625,22050
1026,22.6875,22050
1027,8.0,22050
1028,8.6875,22050
1029,6.3125,22050
1030,24.625,22050
1031,12.390625,22050
1032,11.296875,22050
1033,7.3125,22050
1034,6.875,22050
1035,8.171875,22050
1036,5.6875,22050
1037,9.921875,22050
1038,10.5625,22050
1039,13.984375,22050
1040,16.546875,22050
1041,6.203125,22050
1042,3.96875,22050
1043,23.78125,22050
1044,6.671875,22050
1045,8.40625,22050
1046,11.46875,22050
1047,4.65625,22050
1048,13.171875,22050
1049,22.046875,22050
1050,19.6875,22050
1051,10.890625,22050
1052,4.234375,22050
1053,14.34375,22050
1054,8.125,22050
1055,11.984375,22050
1056,16.0625,22050
1057,12.78125,22050
1058,12.09375,22050
1059,8.59375,22050
1060,12.375,22050
1061,9.765625,22050
1062,4.640625,22050
1063,7.140625,22050
1064,6.0,22050
1065,3.953125,22050
1066,11.640625,22050
1067,5.59375,22050
1068,20.03125,22050
1069,16.171875,22050
1070,18.484375,22050
1071,30.71875,22050
1072,17.6875,22050
1073,14.03125,22050
1074,26.546875,22050
1075,11.671875,22050
1076,16.171875,22050
1077,8.21875,22050
1078,88.625,22050
1079,4.515625,22050
1080,8.984375,22050
1081,6.671875,22050
1082,4.109375,22050
1083,5.65625,22050
1084,8.40625,22050
1085,1.65625,22050
1086,8.75,22050
1087,24.125,22050
1088,10.6875,22050
1089,4.890625,22050
1090,8.59375,22050
1091,6.359375,22050
1092,9.125,22050
1093,6.96875,22050
1094,10.65625,22050
1095,9.953125,22050
1096,13.78125,22050
1097,2.296875,22050
1098,8.046875,22050
1099,54.15625,22050
1100,14.859375,22050
1101,4.515625,22050
1102,68.75,22050
1103,7.890625,22050
1104,6.78125,22050
1105,7.96875,22050
1106,9.671875,22050
1107,13.0,22050
1108,13.140625,22050
1109,10.890625,22050
1110,7.28125,22050
1111,7.65625,22050
1112,11.765625,22050
1113,11.8125,22050
1114,10.5625,22050
1115,6.859375,22050
1116,10.421875,22050
1117,11.171875,22050
1118,20.453125,22050
1119,22.734375,22050
1120,12.71875,22050
1121,10.703125,22050
1122,12.75,22050
1123,8.9375,22050
1124,10.375,22050
1125,16.53125,22050
1126,6.1875,22050
1127,10.140625,22050
1128,23.1875,22050
1129,23.96875,22050
1130,7.75,22050
1131,8.453125,22050
1132,7.484375,22050
1133,6.515625,22050
1134,15.234375,22050
1135,7.203125,22050
1136,23.71875,22050
1137,21.46875,22050
1138,51.828125,22050
1139,3.359375,22050
1140,10.734375,22050
1141,10.0,22050
1142,14.921875,22050
1143,11.09375,22050
1144,8.25,22050
1145,12.515625,22050
1146,2.546875,22050
1147,2.546875,22050
1148,10.625,22050
1149,10.65625,22050
1150,27.796875,22050
1151,4.3125,22050
1152,5.640625,22050
1153,0.71875,22050
1154,2.59375,22050
1155,8.15625,22050
1156,7.9375,22050
1157,3.828125,22050
1158,7.046875,22050
1159,8.203125,22050
1160,3.6875,22050
1161,15.9375,22050
1162,17.765625,22050
1163,24.53125,22050
1164,5.34375,22050
1165,3.484375,22050
1166,11.5625,22050
1167,16.84375,22050
1168,19.609375,22050
1169,3.234375,22050
1170,3.140625,22050
1171,9.640625,22050
1172,7.25,22050
1173,1.484375,22050
1174,4.6875,22050
1175,8.671875,22050
1176,4.703125,22050
1177,5.09375,22050
1178,3.03125,22050
1179,7.1875,22050
1180,2.90625,22050
1181,6.40625,22050
1182,9.625,22050
1183,34.921875,22050
1184,7.640625,22050
1185,7.328125,22050
1186,13.0625,22050
1187,10.875,22050
1188,16.421875,22050
1189,5.640625,22050
1190,8.21875,22050
1191,8.4375,22050
1192,6.53125,22050
1193,6.921875,22050
1194,6.421875,22050
1195,6.34375,22050
1196,12.953125,22050
1197,8.921875,22050
1198,11.0,22050
1199,6.875,22050
1200,12.296875,22050
1201,10.375,22050
1202,2.640625,22050
1203,44.15625,22050
1204,55.65625,22050
1205,2.625,22050
1206,9.921875,22050
1207,8.53125,22050
1208,9.1875,22050
1209,8.65625,22050
1210,15.875,22050
1211,22.515625,22050
1212,8.515625,22050
1213,8.140625,22050
1214,12.671875,22050
1215,4.5625,22050
1216,9.90625,22050
1217,6.40625,22050
1218,14.671875,22050
1219,5.40625,22050
1220,12.421875,22050
1221,9.515625,22050
1222,10.1875,22050
1223,33.34375,22050
1224,6.859375,22050
1225,3.96875,22050
1226,12.75,22050
1227,22.578125,22050
1228,17.03125,22050
1229,12.171875,22050
1230,7.65625,22050
1231,10.453125,22050
1232,8.703125,22050
1233,12.390625,22050
1234,11.90625,22050
1235,12.4375,22050
1236,5.390625,22050
1237,12.03125,22050
1238,9.8125,22050
1239,2.234375,22050
1240,5.6875,22050
1241,9.234375,22050
1242,9.6875,22050
1243,11.328125,22050
1244,11.140625,22050
1245,4.828125,22050
1246,7.828125,22050
1247,4.328125,22050
1248,18.0,22050
1249,3.078125,22050
1250,1.90625,22050
1251,11.640625,22050
1252,5.3125,22050
1253,7.09375,22050
1254,7.484375,22050
1255,7.453125,22050
1256,8.296875,22050
1257,6.453125,22050
1258,10.90625,22050
1259,6.265625,22050
1260,7.9375,22050
1261,2.765625,22050
1262,10.609375,22050
1263,7.421875,22050
1264,7.09375,22050
1265,6.15625,22050
1266,4.890625,22050
1267,5.875,22050
1268,10.328125,22050
1269,3.65625,22050
1270,3.875,22050
1271,6.234375,22050
1272,10.046875,22050
1273,7.703125,22050
1274,3.171875,22050
1275,11.9375,22050
1276,8.390625,22050
1277,12.484375,22050
1278,4.859375,22050
1279,9.71875,22050
1280,8.859375,22050
1281,2.84375,22050
1282,9.578125,22050
1283,0.8125,22050
1284,3.03125,22050
1285,10.0625,22050
1286,12.0,22050
1287,13.015625,22050
1288,18.453125,22050
1289,31.484375,22050
1290,9.125,22050
1291,4.15625,22050
1292,19.109375,22050
1293,8.96875,22050
1294,3.03125,22050
1295,3.171875,22050
1296,51.671875,22050
1297,10.65625,22050
1298,7.703125,22050
1299,9.859375,22050
1300,2.546875,22050
1301,10.75,22050
1302,7.828125,22050
1303,10.984375,22050
1304,10.515625,22050
1305,3.875,22050
1306,7.71875,22050
1307,7.640625,22050
1308,3.078125,22050
1309,6.203125,22050
1310,7.75,22050
1311,6.484375,22050
1312,3.40625,22050
1313,8.90625,22050
1314,6.328125,22050
1315,9.3125,22050
1316,7.0,22050
1317,5.796875,22050
1318,10.125,22050
1319,7.015625,22050
1320,13.140625,22050
1321,14.359375,22050
1322,15.765625,22050
1323,26.578125,22050
1324,13.234375,22050
1325,30.140625,22050
1326,11.328125,22050
1327,14.796875,22050
1328,12.609375,22050
1329,18.515625,22050
1330,2.125,22050
1331,2.15625,22050
1332,28.921875,22050
1333,15.375,22050
1334,1.9375,22050
1335,22.1875,22050
1336,13.46875,22050
1337,17.53125,22050
1338,16.03125,22050
1339,11.3125,22050
1340,15.609375,22050
1341,18.671875,22050
1342,16.09375,22050
1343,13.953125,22050
1344,27.78125,22050
1345,10.65625,22050
1346,7.25,22050
1347,8.53125,22050
1348,8.4375,22050
1349,53.328125,22050
1350,16.015625,22050
1351,17.109375,22050
1352,21.46875,22050
1353,12.875,22050
1354,11.28125,22050
1355,12.5625,22050
1356,20.015625,22050
1357,14.015625,22050
1358,14.703125,22050
1359,21.40625,22050
1360,19.09375,22050
1361,8.5625,22050
1362,9.65625,22050
1363,11.328125,22050
1364,4.46875,22050
1365,13.984375,22050
1366,2.265625,22050
1367,2.328125,22050
1368,2.609375,22050
1369,6.546875,22050
1370,5.796875,22050
1371,8.109375,22050
1372,0.90625,22050
1373,2.125,22050
1374,9.453125,22050
1375,14.109375,22050
1376,13.921875,22050
1377,2.640625,22050
